summonerName,championId,role,kills,deaths,assists,totalDamageDealt,totalDamageTaken,goldEarned,totalMinionsKilled,win,dragons,barons,turretsKilled
Makkakk,893,MIDDLE,6,3,6,21782,24085,10822,199,True,1.0,1.0,9.0
Huron02,202,BOTTOM,7,4,15,27207,19499,12816,202,True,1.0,1.0,9.0
,497,UTILITY,2,4,20,7417,18114,8213,27,True,1.0,1.0,9.0
Ckyni,875,TOP,3,6,3,11361,31523,10047,162,False,3.0,0.0,2.0
FNC Spir1t,203,JUNGLE,9,5,4,26181,30951,12240,14,False,3.0,0.0,2.0
,43,MIDDLE,3,6,5,20464,24863,9734,188,False,3.0,0.0,2.0
gonzyV1,145,BOTTOM,4,8,5,16859,19669,9981,188,False,3.0,0.0,2.0
Drowned God Pyke,555,UTILITY,2,8,10,8661,22006,7491,33,False,3.0,0.0,2.0
Stufrutky,10,TOP,5,6,6,16514,20006,12563,235,True,2.0,1.0,7.0
Kiss,28,JUNGLE,2,3,11,15992,30904,11200,13,True,2.0,1.0,7.0
Adelean,157,MIDDLE,4,4,8,13732,20108,12186,235,True,2.0,1.0,7.0
faVella,901,BOTTOM,7,1,9,34563,10961,15060,274,True,2.0,1.0,7.0
Polita,497,UTILITY,0,0,16,5858,16013,8051,35,True,2.0,1.0,7.0
Δ Desperate,75,TOP,6,5,5,18500,41261,14940,249,False,3.0,1.0,7.0
FNC Spir1t,203,JUNGLE,5,3,5,19286,31005,13240,31,False,3.0,1.0,7.0
ppieck,8,MIDDLE,0,2,7,15800,20065,10254,225,False,3.0,1.0,7.0
DolphinComrade,145,BOTTOM,3,4,2,8791,15950,11253,246,False,3.0,1.0,7.0
BANISH3D,201,UTILITY,0,4,8,4115,19521,7130,25,False,3.0,1.0,7.0
Gibon elooo,266,TOP,1,3,2,8909,12998,6441,131,True,3.0,0.0,2.0
ÁKÁ,121,JUNGLE,2,5,6,8766,23581,6963,10,True,3.0,0.0,2.0
Δ Desperate,10,MIDDLE,8,1,2,13056,12636,9480,150,True,3.0,0.0,2.0
Zara Larsson,202,BOTTOM,2,5,5,9127,11320,6831,126,True,3.0,0.0,2.0
Çleanse,43,UTILITY,1,3,8,5794,10951,5208,33,True,3.0,0.0,2.0
Csak1maradhat,164,TOP,5,1,2,13194,12457,8386,139,False,0.0,0.0,3.0
Snaha se cení,154,JUNGLE,1,5,9,8091,25586,6438,8,False,0.0,0.0,3.0
ppieck,7,MIDDLE,4,2,2,9353,9681,6825,131,False,0.0,0.0,3.0
Przepyszniak,29,BOTTOM,6,3,3,12103,11662,8082,116,False,0.0,0.0,3.0
nataliuauaua,117,UTILITY,1,3,10,7237,7799,5610,25,False,0.0,0.0,3.0
SΑD L1FΕ IRL,114,,3,7,3,21409,26488,10477,1,,,,
Αdina,99,,3,6,9,41546,25267,10755,0,,,,
Δ Desperate,8,,9,5,3,46088,41599,10782,0,,,,
ΗeIIo,81,,5,6,2,36097,25070,9758,0,,,,
,29,,8,7,3,43661,26262,12750,0,True,0.0,0.0,0.0
Kalistοs,76,,4,5,1,13173,18453,7008,0,,,,
DarKNe0n,517,,10,7,5,57677,70455,13015,0,True,0.0,0.0,0.0
new beninging,893,,5,12,9,54732,50651,13008,0,True,0.0,0.0,0.0
nukerainer,222,,14,4,4,56239,29054,16025,1,True,0.0,0.0,0.0
clown on top,22,,4,4,14,38920,33016,16004,0,True,0.0,0.0,0.0
DrunkenMaster69,90,,3,5,8,25757,23324,12750,0,True,0.0,0.0,0.0
Zebulon,89,,10,4,10,50429,60242,16030,0,True,0.0,0.0,0.0
MagesAreBalanced,36,,10,6,10,83679,139919,16016,0,True,0.0,0.0,0.0
Perry008,122,,4,6,1,14951,16789,7252,0,,,,
Speackker,223,,2,6,4,18212,33311,7270,1,,,,
hereforthedogs,893,,1,6,4,25023,31627,7006,0,,,,
ICTH,103,,10,6,24,26315,20784,12755,48,True,0.0,0.0,4.0
Waifu Enjoyer,42,,12,7,15,18923,15154,12801,53,True,0.0,0.0,4.0
Potężny Wasil,69,,7,6,22,24496,22098,11469,47,True,0.0,0.0,4.0
RuraMusiJbc,875,,8,9,19,17638,39508,11353,25,True,0.0,0.0,4.0
UQ LeL,202,,13,9,22,16425,17469,13190,24,True,0.0,0.0,4.0
,126,,15,9,10,28173,17984,12919,48,False,0.0,0.0,0.0
Αdina,99,,5,9,24,25391,14997,10003,32,False,0.0,0.0,0.0
Δ Desperate,64,,8,7,13,13464,20582,11048,42,False,0.0,0.0,0.0
The Kitten,1,,8,14,19,23850,21820,10697,17,False,0.0,0.0,0.0
Don Sergo,412,,1,11,26,10146,32100,9083,20,False,0.0,0.0,0.0
Baldod,61,,7,10,49,52384,22619,13323,60,True,0.0,0.0,4.0
,78,,16,11,26,29349,40842,14227,25,True,0.0,0.0,4.0
Αdina,21,,18,12,23,38075,22320,14778,40,True,0.0,0.0,4.0
Δ Desperate,141,,12,5,23,25143,29607,13588,65,True,0.0,0.0,4.0
The Kitten,246,,6,13,30,24063,25785,11290,22,True,0.0,0.0,4.0
AAHimself,412,,6,11,29,14473,30395,10864,13,False,0.0,0.0,1.0
trewq6,113,,10,14,30,31290,52330,12809,43,False,0.0,0.0,1.0
JendovoPELE,57,,6,12,31,20458,47945,11721,20,False,0.0,0.0,1.0
H3rosimaNagasaki,22,,15,12,23,34225,26899,13758,40,False,0.0,0.0,1.0
Džog,202,,14,10,26,30359,22985,15567,73,False,0.0,0.0,1.0
Δ Desperate,10,TOP,2,5,0,6573,11165,5259,112,False,0.0,0.0,0.0
Unlucky Haszczu,50,UTILITY,1,5,1,2771,6798,3638,21,False,0.0,0.0,0.0
Tawung Coffee,27,MIDDLE,1,2,1,2210,7865,4192,72,False,0.0,0.0,0.0
edging to hwei,222,BOTTOM,1,5,1,3274,7640,4062,70,False,0.0,0.0,0.0
OogaBoogaSniffin,64,JUNGLE,0,5,4,4572,16000,4806,1,False,0.0,0.0,0.0
cłown irl,79,TOP,3,2,5,7847,9940,7360,114,True,2.0,0.0,8.0
Lee ping pong,141,JUNGLE,3,0,5,6096,15781,6446,0,True,2.0,0.0,8.0
Ahmed112123,80,MIDDLE,3,1,3,7035,6337,6335,120,True,2.0,0.0,8.0
Just Unlυcky,145,BOTTOM,10,1,3,10376,5530,11270,151,True,2.0,0.0,8.0
LunaTown,44,UTILITY,2,1,12,2619,4680,7193,17,True,2.0,0.0,8.0
Nicram,6,TOP,8,1,5,23505,16906,15070,245,True,2.0,1.0,11.0
,91,JUNGLE,5,3,5,12267,28363,12804,65,True,2.0,1.0,11.0
ChiMiK,555,UTILITY,7,4,14,10072,14867,9556,24,True,2.0,1.0,11.0
edging to hwei,112,MIDDLE,1,3,12,19902,10992,10693,151,True,2.0,1.0,11.0
Nugi Nugens,145,BOTTOM,12,4,9,27484,12331,13121,173,True,2.0,1.0,11.0
Δ Desperate,10,MIDDLE,4,6,5,11393,21012,10681,229,False,1.0,0.0,1.0
Mrož,498,BOTTOM,1,5,2,9213,14185,7998,171,False,1.0,0.0,1.0
Lee ping pong,141,JUNGLE,6,9,3,14048,33998,9733,5,False,1.0,0.0,1.0
Tawung Coffee,27,TOP,2,6,7,11585,18460,6827,100,False,1.0,0.0,1.0
Brandolero,89,UTILITY,2,8,5,4273,23827,6694,31,False,1.0,0.0,1.0
,145,BOTTOM,5,2,11,18259,12165,10333,171,True,1.0,1.0,6.0
Istenkáromló,61,MIDDLE,7,0,14,32931,6164,10490,154,True,1.0,1.0,6.0
Stoned Dzulien,84,TOP,10,1,5,23180,20562,10231,143,True,1.0,1.0,6.0
Itadori x Sukuna,106,JUNGLE,2,4,10,8758,28794,8589,2,True,1.0,1.0,6.0
zieeloo,12,UTILITY,2,1,14,5306,18018,7126,23,True,1.0,1.0,6.0
Niss0,887,TOP,0,4,2,13445,18792,6640,153,False,1.0,0.0,1.0
,63,JUNGLE,2,6,5,15637,20690,6533,17,False,1.0,0.0,1.0
SAIYAN MØDE,201,UTILITY,0,6,7,6199,16473,4797,13,False,1.0,0.0,1.0
Δ Desperate,75,MIDDLE,4,5,0,13363,32290,8027,143,False,1.0,0.0,1.0
,360,BOTTOM,2,5,1,8839,14913,7510,173,False,1.0,0.0,1.0
Δ Desperate,10,MIDDLE,8,3,6,27385,33115,18536,397,False,0.0,0.0,2.0
scamaze,888,UTILITY,2,7,14,7296,25535,8534,35,False,0.0,0.0,2.0
Citronskeyz,145,BOTTOM,4,4,8,18114,23188,12609,264,False,0.0,0.0,2.0
Gibon elooo,266,TOP,1,6,7,18428,43713,9252,172,False,0.0,0.0,2.0
InfoMode,113,JUNGLE,5,6,7,15631,47805,10807,36,False,0.0,0.0,2.0
,121,JUNGLE,4,5,5,16510,34914,13497,40,True,4.0,2.0,11.0
,39,MIDDLE,3,6,3,27138,37506,15175,278,True,4.0,2.0,11.0
HjguyfGod,101,UTILITY,1,3,13,20007,15058,9445,50,True,4.0,2.0,11.0
PatoPato,51,BOTTOM,8,5,2,31139,23942,16440,243,True,4.0,2.0,11.0
,17,TOP,10,1,7,54540,20616,16165,255,True,4.0,2.0,11.0
209,221,BOTTOM,5,5,4,21046,17165,12200,223,False,0.0,0.0,2.0
,18,MIDDLE,2,4,1,8139,14401,8080,162,False,0.0,0.0,2.0
EpicDude,164,TOP,2,5,2,13447,20940,8148,151,False,0.0,0.0,2.0
Αdina,117,UTILITY,0,8,6,2227,14824,5426,14,False,0.0,0.0,2.0
Δ Desperate,876,JUNGLE,5,3,4,15529,31141,9748,23,False,0.0,0.0,2.0
Gumís,254,JUNGLE,4,3,9,8052,21495,9387,9,True,4.0,1.0,5.0
Technoo,517,MIDDLE,7,4,6,20713,22402,10051,150,True,4.0,1.0,5.0
PDW SPER MEN,147,UTILITY,1,1,18,9333,10925,7236,21,True,4.0,1.0,5.0
Pywo Moje Palywo,223,TOP,5,4,2,16054,29440,10891,173,True,4.0,1.0,5.0
07JuliaUwU,22,BOTTOM,8,2,11,20422,10033,11994,196,True,4.0,1.0,5.0
Αdina,902,UTILITY,1,5,6,5098,17568,6735,20,False,1.0,0.0,3.0
EpicDude,58,TOP,3,7,1,21355,32681,9261,203,False,1.0,0.0,3.0
StåIis,517,MIDDLE,4,6,2,27825,32485,10248,183,False,1.0,0.0,3.0
Δ Desperate,59,JUNGLE,5,3,3,16184,32030,10866,31,False,1.0,0.0,3.0
209,145,BOTTOM,4,4,3,29352,18368,11015,225,False,1.0,0.0,3.0
Δεν θέλω,901,BOTTOM,5,3,7,23681,18133,12401,248,True,3.0,1.0,9.0
Xevi,233,JUNGLE,3,3,10,16494,43863,10931,10,True,3.0,1.0,9.0
RaziLL,267,UTILITY,1,4,7,6869,17294,7718,30,True,3.0,1.0,9.0
Sustain,8,MIDDLE,5,6,5,29517,28367,10378,182,True,3.0,1.0,9.0
Trolling Vampire,266,TOP,11,1,6,33732,37575,14985,237,True,3.0,1.0,9.0
True Crime,25,,9,11,28,32123,26768,12515,46,False,0.0,0.0,3.0
CaptainPalduc,72,,7,11,28,23434,48807,12285,26,False,0.0,0.0,3.0
C á t,222,,6,9,25,21715,19667,12717,51,False,0.0,0.0,3.0
Gigi4u,235,,16,8,25,27187,23923,15477,51,False,0.0,0.0,3.0
UwU Shenpai,99,,9,10,30,16991,18907,12903,31,False,0.0,0.0,3.0
,876,,5,11,24,26723,29166,11163,28,True,0.0,0.0,1.0
Αdina,412,,0,11,28,10297,28316,9696,5,True,0.0,0.0,1.0
Δ Desperate,360,,15,6,16,29374,22992,14600,69,True,0.0,0.0,1.0
StåIis,41,,11,8,19,29002,21124,13177,39,True,0.0,0.0,1.0
209,119,,18,11,15,36042,27556,17073,82,True,0.0,0.0,1.0
Aís,32,UTILITY,3,7,12,10268,28942,7366,25,False,2.0,0.0,1.0
,55,MIDDLE,1,7,7,17346,22778,8786,167,False,2.0,0.0,1.0
ritna laska,222,BOTTOM,8,4,3,22462,15477,12110,214,False,2.0,0.0,1.0
,131,JUNGLE,8,5,6,23244,26061,11124,24,False,2.0,0.0,1.0
Jonas,24,TOP,4,8,4,19639,30713,9794,177,False,2.0,0.0,1.0
TheDoomedGuy,98,TOP,3,5,18,20055,31690,9997,128,True,1.0,0.0,9.0
fury660157710743,115,BOTTOM,4,5,12,27096,15847,11402,197,True,1.0,0.0,9.0
Flamidor,40,UTILITY,4,7,12,5174,14944,7430,23,True,1.0,0.0,9.0
Δ Desperate,75,MIDDLE,12,1,10,27103,32305,13814,189,True,1.0,0.0,9.0
Snajper753,245,JUNGLE,8,6,5,19224,33537,15203,68,True,1.0,0.0,9.0
,164,TOP,5,2,7,18971,22759,12250,195,True,2.0,1.0,9.0
Patkány,29,BOTTOM,7,1,5,18588,14738,13147,227,True,2.0,1.0,9.0
Flamidor,40,UTILITY,1,5,11,3487,15606,7942,23,True,2.0,1.0,9.0
LEC ZYZZ,121,JUNGLE,17,2,4,31404,33019,15031,12,True,2.0,1.0,9.0
LightCat,99,MIDDLE,0,4,6,12620,11823,10559,204,True,2.0,1.0,9.0
AZAKANA MUST DIE,777,TOP,1,8,2,14098,26855,8415,178,False,2.0,0.0,3.0
akif,145,BOTTOM,4,3,2,9398,12581,9857,195,False,2.0,0.0,3.0
vallii3,254,JUNGLE,3,9,6,12993,27545,9414,19,False,2.0,0.0,3.0
Δ Desperate,10,MIDDLE,6,5,6,18444,18953,13139,218,False,2.0,0.0,3.0
iAmDysleixc,267,UTILITY,0,5,9,6955,15997,6285,22,False,2.0,0.0,3.0
Patkány,221,BOTTOM,8,2,8,39020,26780,18766,303,True,4.0,2.0,11.0
ˉˉˉˉˉˇˉˉˉˉˉ,120,JUNGLE,2,7,10,15880,52577,12621,32,True,4.0,2.0,11.0
,55,MIDDLE,8,10,2,24446,30330,12225,182,True,4.0,2.0,11.0
ALittleBabyPoro,147,UTILITY,2,5,16,13425,23178,10700,48,True,4.0,2.0,11.0
twtv Snowar12,23,TOP,5,5,3,23342,50721,17243,258,True,4.0,2.0,11.0
Terroblade26,161,UTILITY,9,4,7,23751,16587,11867,71,False,1.0,0.0,6.0
ƒuma,901,TOP,2,7,5,26002,29421,11589,227,False,1.0,0.0,6.0
Δ Desperate,10,MIDDLE,15,3,9,51367,31785,23538,398,False,1.0,0.0,6.0
Atilart,81,BOTTOM,1,5,10,20726,23544,11870,228,False,1.0,0.0,6.0
Åzteca,98,JUNGLE,2,6,16,10527,48313,10394,12,False,1.0,0.0,6.0
EuNe ZEUS,238,MIDDLE,7,0,1,14082,11400,10327,200,True,2.0,1.0,10.0
ALittleBabyPoro,147,UTILITY,2,2,11,8627,10075,7313,17,True,2.0,1.0,10.0
Patkány,221,BOTTOM,11,2,9,24718,17053,15868,211,True,2.0,1.0,10.0
ƒuma,901,TOP,3,2,7,16264,14949,11093,199,True,2.0,1.0,10.0
Åzteca,234,JUNGLE,5,4,7,9752,29459,9835,35,True,2.0,1.0,10.0
Δ Desperate,10,TOP,2,5,4,10162,16140,10115,193,False,1.0,0.0,4.0
,81,BOTTOM,1,6,0,9287,14026,7623,165,False,1.0,0.0,4.0
Desiredmdler,86,MIDDLE,2,5,2,8206,25669,10102,187,False,1.0,0.0,4.0
Džeký,56,JUNGLE,3,4,0,6485,25944,7571,19,False,1.0,0.0,4.0
Terroblade26,161,UTILITY,2,8,2,11828,16047,6334,25,False,1.0,0.0,4.0
KissmypASSive,6,TOP,9,3,1,26247,31596,14412,232,False,2.0,0.0,3.0
h i t o r i,35,JUNGLE,3,2,6,27456,27048,10958,30,False,2.0,0.0,3.0
STRONG SIDE GOD,8,MIDDLE,1,12,5,21235,41326,9736,205,False,2.0,0.0,3.0
,96,BOTTOM,5,7,2,32336,24505,11497,226,False,2.0,0.0,3.0
Belle Delphine,902,UTILITY,2,7,10,7810,19382,8267,22,False,2.0,0.0,3.0
Niss0,266,TOP,4,4,3,18813,39556,12352,214,True,3.0,1.0,11.0
NoseBreaker,111,UTILITY,0,4,13,7014,26286,8042,47,True,3.0,1.0,11.0
,234,JUNGLE,6,4,8,13291,33200,12835,19,True,3.0,1.0,11.0
To je ona rekla,81,BOTTOM,7,4,5,28668,20561,13412,241,True,3.0,1.0,11.0
Δ Desperate,10,MIDDLE,14,4,9,48642,33758,19166,288,True,3.0,1.0,11.0
IIIIIIIIlllll,30,BOTTOM,2,9,6,27479,31342,10863,203,False,0.0,0.0,3.0
Δ Desperate,10,MIDDLE,8,3,4,18968,33786,19263,374,False,0.0,0.0,3.0
Niss0,5,JUNGLE,3,10,9,16855,54153,10198,45,False,0.0,0.0,3.0
XiaoTaoQi,268,TOP,6,4,4,32230,27307,13801,283,False,0.0,0.0,3.0
Hybrid Blaze,267,UTILITY,0,2,13,9445,20772,7779,23,False,0.0,0.0,3.0
Born to Orn,99,MIDDLE,8,5,6,31818,16552,14835,223,True,5.0,2.0,11.0
user825x43,200,JUNGLE,8,2,9,18553,43056,17652,100,True,5.0,2.0,11.0
,17,TOP,1,4,12,34640,29388,12678,236,True,5.0,2.0,11.0
audi a7,81,BOTTOM,9,3,5,40685,26722,18076,273,True,5.0,2.0,11.0
Ârdencîara,201,UTILITY,2,5,16,11687,38836,10658,27,True,5.0,2.0,11.0
ΙII,876,JUNGLE,10,2,8,21339,37930,14256,35,True,3.0,1.0,10.0
Vałentin,267,UTILITY,3,4,19,9129,11958,8820,20,True,3.0,1.0,10.0
edru,81,BOTTOM,4,4,10,19879,16252,12472,219,True,3.0,1.0,10.0
,17,MIDDLE,12,2,5,27436,17527,13921,223,True,3.0,1.0,10.0
mariusSMECHERUL,122,TOP,7,5,3,22683,29126,11030,168,True,3.0,1.0,10.0
Hunter7Gr,35,JUNGLE,5,8,4,11796,27685,9612,13,False,0.0,0.0,2.0
GHTshooter,13,TOP,1,7,3,14631,25719,8087,166,False,0.0,0.0,2.0
Lyvie,119,BOTTOM,6,7,4,19328,20312,10733,183,False,0.0,0.0,2.0
Δ Desperate,10,MIDDLE,5,5,1,18206,21300,11773,239,False,0.0,0.0,2.0
Mera,89,UTILITY,0,9,10,6248,22640,6091,28,False,0.0,0.0,2.0
Δ Desperate,10,MIDDLE,11,2,3,11821,13713,11096,152,True,1.0,0.0,10.0
TheDoomedGuy,98,TOP,1,3,10,6772,13293,6326,82,True,1.0,0.0,10.0
Rebuff,120,JUNGLE,14,2,4,21301,26125,12410,35,True,1.0,0.0,10.0
pour ses yeux,96,BOTTOM,6,1,6,15802,10697,8971,126,True,1.0,0.0,10.0
dxszekk,117,UTILITY,3,3,12,6700,10741,7139,21,True,1.0,0.0,10.0
remnaant,39,MIDDLE,4,10,1,13300,20087,7298,127,False,1.0,0.0,1.0
,43,UTILITY,1,5,6,11773,14018,5078,28,False,1.0,0.0,1.0
RaiderGO,126,TOP,4,5,0,12311,14143,7316,146,False,1.0,0.0,1.0
zawód rodziców,20,JUNGLE,1,5,4,5639,19880,6391,32,False,1.0,0.0,1.0
Aís,67,BOTTOM,1,10,1,6986,14875,5589,92,False,1.0,0.0,1.0
Rambatso,86,TOP,4,0,0,7917,9350,9212,160,True,1.0,0.0,8.0
maya011,76,JUNGLE,2,1,9,7447,14664,5641,9,True,1.0,0.0,8.0
Δ Desperate,10,MIDDLE,6,0,3,5473,7908,6337,103,True,1.0,0.0,8.0
regate,30,BOTTOM,10,0,6,19546,4631,9561,148,True,1.0,0.0,8.0
Ârdencîara,412,UTILITY,0,4,13,3989,9171,5120,15,True,1.0,0.0,8.0
Prymo 2,246,MIDDLE,1,4,1,8038,11342,4570,104,False,1.0,0.0,0.0
user825x43,63,JUNGLE,1,3,1,4844,16254,4822,9,False,1.0,0.0,0.0
audi a7,75,TOP,0,2,0,2666,10558,4124,96,False,1.0,0.0,0.0
odbij cweIu,145,BOTTOM,2,8,0,5386,10686,3893,42,False,1.0,0.0,0.0
,43,UTILITY,1,5,0,7040,9927,3588,17,False,1.0,0.0,0.0
kutyadobalo300,126,TOP,6,8,1,18814,21971,11341,194,False,1.0,0.0,2.0
user825x43,62,JUNGLE,3,8,5,15388,30812,8163,22,False,1.0,0.0,2.0
Śhâcø,75,MIDDLE,3,8,4,18514,32713,9403,185,False,1.0,0.0,2.0
before sunrise,115,BOTTOM,1,1,5,17617,13088,10358,247,False,1.0,0.0,2.0
Positions,267,UTILITY,1,6,4,7379,17663,5822,29,False,1.0,0.0,2.0
TheGuyThatKnocks,85,TOP,10,2,4,29759,20542,14903,227,True,3.0,1.0,11.0
xnjdopgbv,106,JUNGLE,9,4,8,22916,35784,12881,30,True,3.0,1.0,11.0
Kąppa,517,MIDDLE,7,3,8,19840,31341,12316,179,True,3.0,1.0,11.0
Bl3ndEye,81,BOTTOM,4,3,6,19689,17525,10387,189,True,3.0,1.0,11.0
tozzi123456789,16,UTILITY,1,2,16,3200,9416,7449,19,True,3.0,1.0,11.0
Makkakk,114,TOP,5,7,4,26902,43143,12544,240,False,1.0,0.0,3.0
ΞMISTΞCURSEDΞ,200,JUNGLE,5,6,4,14004,33191,11600,53,False,1.0,0.0,3.0
Oroldnal,99,MIDDLE,1,3,6,13341,15476,9154,187,False,1.0,0.0,3.0
Zara Larsson,51,BOTTOM,3,4,3,15659,19375,10578,226,False,1.0,0.0,3.0
Masked Mumbler,16,UTILITY,1,3,5,5264,13404,6612,13,False,1.0,0.0,3.0
Dulathden,10,TOP,9,3,6,32032,22645,17466,274,True,4.0,2.0,10.0
user825x43,62,JUNGLE,8,1,5,23082,38507,13846,21,True,4.0,2.0,10.0
gonzyV1,910,MIDDLE,3,5,9,27076,20216,12032,243,True,4.0,2.0,10.0
SGG Wrath,15,BOTTOM,2,2,6,14887,11905,12429,260,True,4.0,2.0,10.0
hayabusaro,235,UTILITY,1,4,9,7735,14276,8351,31,True,4.0,2.0,10.0
Jax Of Spades ,24,TOP,2,6,2,16125,28595,12206,248,False,2.0,2.0,3.0
297,141,JUNGLE,4,4,5,10596,31534,11874,27,False,2.0,2.0,3.0
Zakula123,14,MIDDLE,3,4,6,22694,36802,11823,227,False,2.0,2.0,3.0
Logobrion,901,BOTTOM,5,2,4,23962,17131,14231,280,False,2.0,2.0,3.0
N0TAfraid98,63,UTILITY,1,5,2,7596,14036,7414,24,False,2.0,2.0,3.0
Majitel Videoher,86,TOP,7,5,2,27985,27807,16852,276,True,2.0,0.0,10.0
user825x43,62,JUNGLE,5,3,11,16579,34763,13062,25,True,2.0,0.0,10.0
DESSΙTA,157,MIDDLE,3,5,4,22888,31130,12152,256,True,2.0,0.0,10.0
ZARINS,21,BOTTOM,4,1,9,19474,7212,13478,295,True,2.0,0.0,10.0
Madez,147,UTILITY,2,1,11,12439,12704,8188,50,True,2.0,0.0,10.0
Magikarpi,24,MIDDLE,4,8,4,12582,34610,11163,168,False,0.0,1.0,3.0
user825x43,203,JUNGLE,6,5,10,20632,34708,13833,60,False,0.0,1.0,3.0
UrTimeIsLimited,910,BOTTOM,6,12,12,24002,29665,12273,187,False,0.0,1.0,3.0
Lukáš cz,69,TOP,9,7,6,33005,29891,17315,289,False,0.0,1.0,3.0
Razwen,555,UTILITY,6,8,8,10246,24158,11417,63,False,0.0,1.0,3.0
DisabIed Jungler,8,TOP,7,4,8,32044,35358,15242,256,True,4.0,1.0,11.0
,121,JUNGLE,22,3,1,37738,36699,19320,75,True,4.0,1.0,11.0
PINH2137,131,MIDDLE,5,11,5,27376,27219,12489,189,True,4.0,1.0,11.0
,498,BOTTOM,6,8,4,19824,23777,12552,204,True,4.0,1.0,11.0
Belle Delphine,497,UTILITY,0,5,17,5805,21926,8228,26,True,4.0,1.0,11.0
Just Unlυcky,98,TOP,2,9,5,11750,23553,5970,89,False,0.0,0.0,0.0
user825x43,121,JUNGLE,3,3,5,8913,21088,8687,28,False,0.0,0.0,0.0
Kąppa,910,MIDDLE,7,7,3,22414,19797,9707,155,False,0.0,0.0,0.0
only mem0ries,498,BOTTOM,1,3,5,10943,16254,7493,176,False,0.0,0.0,0.0
hayabusaro,888,UTILITY,0,4,7,7207,15436,5011,18,False,0.0,0.0,0.0
Doknes43,875,TOP,7,1,4,21885,26981,12611,162,True,2.0,1.0,11.0
ImpostorPiotruś,200,JUNGLE,3,3,8,11421,26530,9766,22,True,2.0,1.0,11.0
,55,MIDDLE,14,5,2,28105,18765,12414,161,True,2.0,1.0,11.0
Toda Raba,145,BOTTOM,1,2,7,10870,10451,9122,176,True,2.0,1.0,11.0
,902,UTILITY,1,2,13,6699,12334,7454,22,True,2.0,1.0,11.0
TsogTheGod,58,TOP,2,3,3,9122,18077,9069,161,True,3.0,1.0,9.0
Shma Israel,9,JUNGLE,4,3,6,13129,27911,9537,20,True,3.0,1.0,9.0
Léchu,103,MIDDLE,5,1,8,12226,13795,9811,158,True,3.0,1.0,9.0
I am Sobek,221,BOTTOM,13,2,5,25035,13774,12818,163,True,3.0,1.0,9.0
,40,UTILITY,2,1,16,9630,9999,7948,23,True,3.0,1.0,9.0
The Great Donald,122,TOP,3,3,2,8905,17622,8759,174,False,0.0,0.0,0.0
user825x43,876,JUNGLE,2,5,3,8736,28470,7280,6,False,0.0,0.0,0.0
,55,MIDDLE,1,6,2,12069,16794,6925,155,False,0.0,0.0,0.0
only mem0ries,81,BOTTOM,2,4,1,10252,11077,6968,148,False,0.0,0.0,0.0
Audire,235,UTILITY,2,9,6,6152,17838,6260,32,False,0.0,0.0,0.0
Boa Hancock,6,TOP,9,3,7,28317,18704,13291,181,True,2.0,0.0,10.0
SooKssMaaNss,102,JUNGLE,7,7,5,24276,41361,12050,81,True,2.0,0.0,10.0
ROAMING BTW XD,3,MIDDLE,5,7,11,19322,28954,8395,91,True,2.0,0.0,10.0
Dorgerydnell,222,BOTTOM,12,3,8,35501,16567,13773,180,True,2.0,0.0,10.0
Stepcarry,40,UTILITY,1,4,18,11809,16138,7371,20,True,2.0,0.0,10.0
Anti,82,TOP,3,11,2,10071,29870,8164,120,False,2.0,1.0,2.0
user825x43,876,JUNGLE,10,4,5,24403,43192,13116,69,False,2.0,1.0,2.0
,75,MIDDLE,8,6,4,21232,34882,10839,144,False,2.0,1.0,2.0
Fort19,51,BOTTOM,3,8,7,25121,19488,9455,163,False,2.0,1.0,2.0
Arekk99,526,UTILITY,0,5,15,5554,24761,6847,32,False,2.0,1.0,2.0
Klopsik,150,TOP,6,3,7,20155,26145,11943,172,True,3.0,1.0,8.0
HipiteroTFT,131,JUNGLE,6,9,18,25682,29446,12603,13,True,3.0,1.0,8.0
I am Sobek,157,MIDDLE,19,4,8,36010,28600,16744,195,True,3.0,1.0,8.0
Jang c ťiang,21,BOTTOM,6,9,8,17275,20430,11791,172,True,3.0,1.0,8.0
UrTimeIsLimited,555,UTILITY,1,9,15,11300,19756,7683,23,True,3.0,1.0,8.0
Uncle Etienne,62,TOP,5,7,7,17239,29317,9826,164,False,1.0,0.0,0.0
user825x43,59,JUNGLE,7,7,18,18443,30116,11802,37,False,1.0,0.0,0.0
DiamentWtydzień,55,MIDDLE,14,9,11,30393,25481,14006,179,False,1.0,0.0,0.0
lainpilled,22,BOTTOM,6,6,11,18844,20265,10371,168,False,1.0,0.0,0.0
Chubla,16,UTILITY,1,9,22,6154,24867,7002,16,False,1.0,0.0,0.0
china player ,122,TOP,10,10,4,22720,38013,13161,194,True,3.0,1.0,8.0
user825x43,234,JUNGLE,8,2,15,17842,34548,14170,67,True,3.0,1.0,8.0
Čuspic nešlo nic,8,MIDDLE,12,4,8,33662,40495,14357,210,True,3.0,1.0,8.0
JUZOO,202,BOTTOM,7,7,6,21660,21697,11715,183,True,3.0,1.0,8.0
Blam,53,UTILITY,0,7,20,11979,28648,8715,28,True,3.0,1.0,8.0
Uncle Etienne,92,TOP,4,9,5,16544,27318,10114,166,False,0.0,0.0,4.0
,35,JUNGLE,14,8,8,28105,23610,12612,19,False,0.0,0.0,4.0
