summonerName,championId,role,kills,deaths,assists,totalDamageDealt,totalDamageTaken,goldEarned,totalMinionsKilled,win,dragons,barons,turretsKilled
Shadd,517,,6,7,5,40003,57314,9757,0,,,,
PoroEater,20,,5,5,3,16188,48449,7005,0,,,,
OPALAC MILENCEE,12,,3,7,8,17096,42913,9754,0,,,,
BABY BAMBl lRL,200,,0,7,0,9138,12958,5750,0,,,,
Grogass,3,,9,6,9,45015,55192,13500,0,True,0.0,0.0,0.0
JojoFirepaw,77,,9,8,9,46139,52125,13500,0,True,0.0,0.0,0.0
Kasian Thorgan,27,,4,6,2,32028,32343,10611,0,True,0.0,0.0,0.0
DiuxPM,82,,2,6,5,19683,26570,9750,0,,,,
twój drugi stary,119,,6,7,2,32183,23332,10794,0,,,,
twardziel,38,,7,7,9,23216,27583,10753,0,True,0.0,0.0,0.0
moscowtr237,107,,14,0,11,49400,21663,14010,0,True,0.0,0.0,0.0
fapek,4,,11,6,13,49181,23951,17691,0,True,0.0,0.0,0.0
cooldxyz,245,,10,4,7,49640,32940,10757,0,True,0.0,0.0,0.0
Prymo 2,246,TOP,3,6,4,12017,15380,9186,165,False,1.0,0.0,1.0
I LOVE SHALLTEAR,233,JUNGLE,3,9,12,12123,27242,8755,12,False,1.0,0.0,1.0
iLickBriarsFeet,55,MIDDLE,7,8,8,18736,20190,7962,80,False,1.0,0.0,1.0
WellHidden,21,BOTTOM,6,9,7,20067,19637,9861,137,False,1.0,0.0,1.0
Natrium,526,UTILITY,3,9,10,6030,17545,6987,25,False,1.0,0.0,1.0
Nicram,6,TOP,8,4,8,18506,20401,12545,176,True,1.0,1.0,9.0
greater good,107,JUNGLE,9,3,12,16745,29433,13283,35,True,1.0,1.0,9.0
,38,MIDDLE,5,3,7,12265,14697,10321,150,True,1.0,1.0,9.0
PowerToyZ,81,BOTTOM,10,7,14,19737,16768,10373,87,True,1.0,1.0,9.0
naizduP 997,432,UTILITY,9,5,19,11933,16785,10600,19,True,1.0,1.0,9.0
dey dono me san,888,,0,7,36,11044,28593,9625,11,True,0.0,0.0,4.0
rD Patte,10,,11,6,20,24819,21526,12386,53,True,0.0,0.0,4.0
Drakainen,201,,3,9,36,19432,37936,10608,6,True,0.0,0.0,4.0
Purifyyy,18,,12,8,19,35332,18831,13353,46,True,0.0,0.0,4.0
Vlader White,777,,15,10,19,53302,34698,14497,63,True,0.0,0.0,4.0
Natrium,234,,10,9,18,19957,24777,11403,15,False,0.0,0.0,2.0
Nicram,516,,1,8,28,12572,43631,9605,22,False,0.0,0.0,2.0
Logobrion,420,,10,10,17,22625,31908,11549,51,False,0.0,0.0,2.0
LncL,8,,13,7,17,44420,32852,13774,70,False,0.0,0.0,2.0
feelings fade,43,,6,7,21,17147,14553,9800,20,False,0.0,0.0,2.0
Natrium,79,,5,5,26,30154,33254,11698,18,True,0.0,0.0,4.0
Nicram,516,,2,5,27,21119,45251,11010,23,True,0.0,0.0,4.0
Logobrion,360,,16,12,16,40574,28613,15382,79,True,0.0,0.0,4.0
LncL,246,,16,9,9,25686,19773,13384,46,True,0.0,0.0,4.0
feelings fade,147,,1,8,32,16418,19602,10826,26,True,0.0,0.0,4.0
Sweet Shaco,166,,0,0,0,0,243,7376,0,False,0.0,0.0,0.0
OldWalker,518,,3,10,23,31560,26842,11108,61,False,0.0,0.0,0.0
ElectricRaccoon,420,,9,12,22,35381,43179,12565,41,False,0.0,0.0,0.0
Metalicana123,51,,18,9,5,41496,21155,14457,81,False,0.0,0.0,0.0
ºOrnn,223,,9,9,15,21066,46213,12259,32,False,0.0,0.0,0.0
Natrium,412,,9,9,33,22268,33845,12874,10,True,0.0,0.0,4.0
Nicram,150,,8,9,25,31091,27443,12766,31,True,0.0,0.0,4.0
Logobrion,63,,16,6,23,39932,16674,15234,74,True,0.0,0.0,4.0
LncL,22,,10,11,24,22258,21324,12887,65,True,0.0,0.0,4.0
feelings fade,32,,5,12,24,11539,33909,11602,29,True,0.0,0.0,4.0
YellowBanana12,91,,13,11,20,32462,25105,13421,70,False,0.0,0.0,1.0
ΦΑΡΑΣΙ,34,,4,8,28,21861,23487,11365,28,False,0.0,0.0,1.0
Conimate,57,,3,11,28,13533,34484,10863,23,False,0.0,0.0,1.0
Mitski,90,,4,9,27,28284,20115,11480,70,False,0.0,0.0,1.0
Lovelass21,234,,22,10,14,23954,32283,14889,16,False,0.0,0.0,1.0
Nicram,6,TOP,2,3,3,9561,10886,8009,142,True,2.0,0.0,7.0
ScalleS,11,JUNGLE,11,1,2,13941,15707,9902,5,True,2.0,0.0,7.0
PridefulQueen,99,MIDDLE,8,3,3,11601,12511,10124,161,True,2.0,0.0,7.0
iwkmf,429,BOTTOM,12,1,2,23393,15204,13036,183,True,2.0,0.0,7.0
Mai Valentine,888,UTILITY,2,2,14,6580,6837,7288,15,True,2.0,0.0,7.0
H3ndr1kH,8,TOP,2,4,1,10370,16816,6635,162,False,0.0,0.0,0.0
,121,JUNGLE,2,9,2,5619,18919,5878,19,False,0.0,0.0,0.0
Life is CC x9,238,MIDDLE,2,8,0,10992,15239,6287,130,False,0.0,0.0,0.0
,81,BOTTOM,1,5,2,6342,11606,6119,128,False,0.0,0.0,0.0
PINH2137,235,UTILITY,3,9,0,6116,17138,6180,18,False,0.0,0.0,0.0
Nicram,516,TOP,6,2,9,15865,20063,12731,213,True,3.0,1.0,7.0
Snaha se cení,887,JUNGLE,10,4,8,29769,36994,14377,51,True,3.0,1.0,7.0
Smoking 63rd,246,MIDDLE,6,4,5,22469,19373,12533,206,True,3.0,1.0,7.0
Just Unlυcky,202,BOTTOM,7,4,7,13309,15010,11343,213,True,3.0,1.0,7.0
Just Venn,267,UTILITY,0,3,17,5240,7832,7432,30,True,3.0,1.0,7.0
LncL,10,TOP,4,5,2,13812,18880,13253,264,False,1.0,0.0,6.0
ΞMISTΞCURSEDΞ,62,JUNGLE,6,5,3,15738,28069,10701,27,False,1.0,0.0,6.0
VelvetRaven,517,MIDDLE,5,9,5,18663,37136,11297,191,False,1.0,0.0,6.0
Andy v důchodu,711,BOTTOM,1,5,5,10432,13951,8673,191,False,1.0,0.0,6.0
Natrium,432,UTILITY,1,5,7,6643,16053,7207,32,False,1.0,0.0,6.0
Nicram,6,TOP,4,1,2,14900,7875,8335,152,True,1.0,0.0,5.0
Mich4Leq,77,JUNGLE,5,1,4,4819,12667,8347,9,True,1.0,0.0,5.0
Adelean,157,MIDDLE,3,2,5,10096,9671,7465,165,True,1.0,0.0,5.0
iwkmf,145,BOTTOM,11,2,3,21395,11191,10850,137,True,1.0,0.0,5.0
YankesLP,117,UTILITY,3,4,12,6336,11539,6571,18,True,1.0,0.0,5.0
AKSU X XN88AX,240,TOP,1,4,3,6094,14904,6016,121,False,1.0,0.0,1.0
,91,JUNGLE,1,5,4,3892,20458,5999,16,False,1.0,0.0,1.0
FrankmEh,55,MIDDLE,3,7,1,7424,14751,6243,115,False,1.0,0.0,1.0
masazysta,222,BOTTOM,2,7,5,7836,12849,5976,98,False,1.0,0.0,1.0
zuiop21,432,UTILITY,3,3,7,5526,12905,5387,18,False,1.0,0.0,1.0
Melæncholy,150,TOP,2,8,1,12432,23306,7437,161,False,0.0,0.0,0.0
keSwYuE,59,JUNGLE,3,7,10,8002,19307,8514,37,False,0.0,0.0,0.0
,8,MIDDLE,5,9,3,12933,23037,6716,96,False,0.0,0.0,0.0
MrrMrrPissPiss,81,BOTTOM,9,4,4,21312,15292,9996,162,False,0.0,0.0,0.0
Evig Kjærlighet,43,UTILITY,2,9,9,7343,14398,5955,27,False,0.0,0.0,0.0
Nicram,6,TOP,8,5,8,22065,16826,11700,174,True,3.0,1.0,7.0
ΞMISTΞCURSEDΞ,200,JUNGLE,11,2,11,16047,24504,13788,39,True,3.0,1.0,7.0
LncL,110,BOTTOM,6,5,7,14244,10969,9351,160,True,3.0,1.0,7.0
Elenkii,517,MIDDLE,7,4,13,22409,24047,10477,129,True,3.0,1.0,7.0
Natrium,555,UTILITY,5,5,12,6836,11958,8199,35,True,3.0,1.0,7.0
DariusFWT,122,TOP,6,15,8,14274,42957,11590,146,False,0.0,1.0,2.0
człowiek sztos,64,JUNGLE,12,8,15,23900,39295,13941,23,False,0.0,1.0,2.0
Grzechu Bezdechu,10,MIDDLE,15,8,12,26781,26556,16197,205,False,0.0,1.0,2.0
L1ksaIQ2,202,BOTTOM,8,8,12,23107,17884,13128,196,False,0.0,1.0,2.0
Skorsan,555,UTILITY,3,7,9,11344,18634,8663,43,False,0.0,1.0,2.0
Nicram,6,TOP,11,7,7,23798,24340,16026,229,True,2.0,0.0,10.0
Gerap4,20,JUNGLE,1,12,19,13053,43600,10066,12,True,2.0,0.0,10.0
LncL,166,MIDDLE,15,11,4,28849,23775,15176,174,True,2.0,0.0,10.0
DontMakeMeMad,360,BOTTOM,19,8,9,51234,29274,18259,223,True,2.0,0.0,10.0
Natrium,12,UTILITY,0,8,24,8237,35378,8243,27,True,2.0,0.0,10.0
o fut pe iza,164,TOP,8,4,6,25305,24436,11493,158,True,1.0,1.0,8.0
ΒLACKPINK Rosé,163,JUNGLE,1,3,14,14388,18929,9843,17,True,1.0,1.0,8.0
gonzyV1,901,MIDDLE,10,2,7,23696,16303,13980,265,True,1.0,1.0,8.0
Charca,498,BOTTOM,6,4,6,16061,15535,10763,153,True,1.0,1.0,8.0
Λllůre,902,UTILITY,1,0,18,2907,6704,7186,21,True,1.0,1.0,8.0
Nicram,58,TOP,2,7,2,14069,33040,9812,182,False,2.0,0.0,3.0
ΞMISTΞCURSEDΞ,59,JUNGLE,2,4,5,6092,20217,8544,30,False,2.0,0.0,3.0
Gerap4,893,MIDDLE,2,5,2,13140,17134,8880,185,False,2.0,0.0,3.0
DontMakeMeMad,222,BOTTOM,5,4,4,15998,15896,10703,216,False,2.0,0.0,3.0
Natrium,235,UTILITY,2,6,7,9452,17985,6909,18,False,2.0,0.0,3.0
Nicram,897,TOP,2,7,16,16296,32088,11215,178,True,2.0,1.0,10.0
ΞMISTΞCURSEDΞ,200,JUNGLE,8,2,19,33184,37831,16456,83,True,2.0,1.0,10.0
Gerap4,61,MIDDLE,8,9,11,27215,26976,12879,183,True,2.0,1.0,10.0
DontMakeMeMad,360,BOTTOM,21,5,3,33489,22776,17346,214,True,2.0,1.0,10.0
Natrium,412,UTILITY,2,5,25,11007,21742,9290,36,True,2.0,1.0,10.0
o fut pe iza,266,TOP,8,11,2,22065,42996,12549,195,False,2.0,0.0,2.0
Charca,22,BOTTOM,1,8,12,17202,18807,10009,188,False,2.0,0.0,2.0
gonzyV1,910,MIDDLE,13,4,7,52718,17107,15006,228,False,2.0,0.0,2.0
ΒLACKPINK Rosé,106,JUNGLE,5,6,13,13143,43300,11146,4,False,2.0,0.0,2.0
Λllůre,201,UTILITY,1,12,13,2877,24532,6593,19,False,2.0,0.0,2.0
o fut pe iza,266,TOP,4,7,3,15679,32292,12506,203,True,4.0,1.0,7.0
ΒLACKPINK Rosé,59,JUNGLE,4,4,16,11994,34100,11562,28,True,4.0,1.0,7.0
gonzyV1,893,MIDDLE,16,2,6,36989,23701,16824,276,True,4.0,1.0,7.0
Charca,22,BOTTOM,6,2,11,30120,24231,13194,241,True,4.0,1.0,7.0
Λllůre,902,UTILITY,0,1,15,4065,10163,7396,33,True,4.0,1.0,7.0
Nicram,6,TOP,11,6,0,31509,31640,17478,262,False,1.0,0.0,10.0
ΞMISTΞCURSEDΞ,203,JUNGLE,4,5,6,15161,34952,12787,35,False,1.0,0.0,10.0
LncL,147,MIDDLE,0,11,6,13824,23959,9150,184,False,1.0,0.0,10.0
Logobrion,81,BOTTOM,1,4,4,23490,20176,10927,227,False,1.0,0.0,10.0
Natrium,350,UTILITY,0,4,10,8434,10656,7334,18,False,1.0,0.0,10.0
ZirkooN,80,TOP,3,3,4,6129,13802,6558,107,False,2.0,0.0,0.0
Arias,9,JUNGLE,5,3,4,8763,23563,7886,11,False,2.0,0.0,0.0
BlackDargonCZ,161,MIDDLE,1,4,4,10906,10353,5972,123,False,2.0,0.0,0.0
DrSkilla,119,BOTTOM,5,3,3,12767,10269,9424,164,False,2.0,0.0,0.0
tershow,89,UTILITY,0,4,7,3441,14599,4796,25,False,2.0,0.0,0.0
Nicram,6,TOP,5,4,2,14571,13357,10716,184,True,1.0,1.0,7.0
deniz,59,JUNGLE,1,5,6,4186,15942,7616,10,True,1.0,1.0,7.0
ΞMISTΞCURSEDΞ,893,MIDDLE,1,0,7,12466,9184,9000,175,True,1.0,1.0,7.0
Logobrion,202,BOTTOM,7,2,3,10285,5984,9550,163,True,1.0,1.0,7.0
Natrium,412,UTILITY,3,3,7,6591,13500,7314,26,True,1.0,1.0,7.0
KONGO JAK HUJ,31,TOP,2,6,3,6463,22707,7110,135,False,0.0,0.0,2.0
Ania lat 11,32,JUNGLE,1,5,15,9933,24384,7716,12,False,0.0,0.0,2.0
Kiransem1996,134,MIDDLE,14,2,8,34560,11427,16087,225,False,0.0,0.0,2.0
Fragile,222,BOTTOM,5,6,7,14087,17326,9643,160,False,0.0,0.0,2.0
Aaron Wójcik,555,UTILITY,1,12,6,3444,20196,5723,22,False,0.0,0.0,2.0
Nicram,6,TOP,6,0,5,21620,20569,14764,231,True,2.0,1.0,11.0
enzzy,76,JUNGLE,9,5,7,16037,34810,10643,6,True,2.0,1.0,11.0
InfoMode,85,MIDDLE,6,6,9,14125,17681,10018,146,True,2.0,1.0,11.0
ΞMISTΞCURSEDΞ,360,BOTTOM,7,5,7,18050,15685,11482,169,True,2.0,1.0,11.0
Natrium,526,UTILITY,3,7,17,9211,22136,8094,20,True,2.0,1.0,11.0
Nicram,6,TOP,6,6,9,27247,20791,12038,193,True,1.0,1.0,9.0
Zeri Abuser,121,JUNGLE,9,4,4,19390,28413,11881,23,True,1.0,1.0,9.0
Szefer,517,MIDDLE,7,7,2,20675,31026,10185,138,True,1.0,1.0,9.0
AwetiS,22,BOTTOM,7,4,2,16707,12810,11343,172,True,1.0,1.0,9.0
huj z tymi LP,201,UTILITY,0,5,15,6677,24400,6755,23,True,1.0,1.0,9.0
o fut pe iza,266,TOP,3,8,4,11349,25212,8024,137,False,2.0,0.0,2.0
fading feelings,77,JUNGLE,6,4,12,21013,29495,10477,42,False,2.0,0.0,2.0
 Keria Jr,43,MIDDLE,7,6,8,25120,17636,9228,132,False,2.0,0.0,2.0
Just Unlυcky,202,BOTTOM,10,6,4,17612,19607,10075,160,False,2.0,0.0,2.0
going numb ,267,UTILITY,0,5,16,8181,15409,6020,23,False,2.0,0.0,2.0
AD ROLE XDDDDD,79,TOP,5,2,5,14504,17314,8176,139,True,1.0,0.0,8.0
high time,64,JUNGLE,17,2,13,20535,17075,13624,28,True,1.0,0.0,8.0
MessiGOA7,245,MIDDLE,9,4,5,20453,19802,14491,205,True,1.0,0.0,8.0
darkmagician019,110,BOTTOM,6,3,13,16775,10009,10373,192,True,1.0,0.0,8.0
Yamshi,43,UTILITY,1,1,21,9023,9157,7007,23,True,1.0,0.0,8.0
Nicram,6,TOP,2,5,0,16248,19677,9132,196,False,2.0,0.0,1.0
MirrorserHUN,104,JUNGLE,2,9,4,9480,27054,7678,18,False,2.0,0.0,1.0
csaby2,63,MIDDLE,3,6,2,10602,14204,7693,148,False,2.0,0.0,1.0
Songesand,429,BOTTOM,3,10,3,11162,18456,8345,146,False,2.0,0.0,1.0
gamerbenyaHUN,89,UTILITY,2,8,5,6347,20407,5714,26,False,2.0,0.0,1.0
Nicram,6,TOP,3,4,10,19533,19279,12277,191,True,1.0,1.0,10.0
16 Lineς,234,JUNGLE,13,5,4,14316,30127,12427,17,True,1.0,1.0,10.0
gkotzafrmdaO,103,MIDDLE,2,6,6,10082,16227,9104,135,True,1.0,1.0,10.0
Smoking 63rd,221,BOTTOM,12,6,5,18703,17356,13086,192,True,1.0,1.0,10.0
Just Venn,117,UTILITY,0,6,15,3165,11639,7033,18,True,1.0,1.0,10.0
Jonaszek,887,TOP,1,8,3,7629,19446,6485,113,False,1.0,0.0,1.0
κaταρίνα,55,MIDDLE,5,6,5,14334,16678,8707,147,False,1.0,0.0,1.0
ThunderCrash1,35,JUNGLE,11,6,11,13588,22007,10071,2,False,1.0,0.0,1.0
Cr1suú,110,BOTTOM,9,5,7,19916,17698,11826,198,False,1.0,0.0,1.0
XDXDUWUXDXD,350,UTILITY,1,5,18,8752,7595,6450,14,False,1.0,0.0,1.0
Fheder,266,TOP,1,14,3,9040,40840,7998,134,False,2.0,0.0,2.0
dodokatayasuoXD,887,JUNGLE,20,10,2,46371,50512,18209,47,False,2.0,0.0,2.0
MomSaidHandsome,893,MIDDLE,4,6,5,16074,23439,10799,199,False,2.0,0.0,2.0
Inting Adaś,202,BOTTOM,5,8,10,24019,24198,13978,251,False,2.0,0.0,2.0
DrRussia,902,UTILITY,1,9,17,6187,26053,8119,28,False,2.0,0.0,2.0
Nicram,6,TOP,11,5,8,28409,29134,15102,190,True,3.0,1.0,10.0
SS SGooB,203,JUNGLE,11,7,12,31330,38471,14987,36,True,3.0,1.0,10.0
SS IMP,166,MIDDLE,18,7,10,36576,30365,17365,200,True,3.0,1.0,10.0
Andy v důchodu,711,BOTTOM,7,5,16,34177,22232,13850,254,True,3.0,1.0,10.0
Želvuška,267,UTILITY,0,7,26,9029,17247,8930,27,True,3.0,1.0,10.0
AssassinMode,58,TOP,7,2,11,24247,35074,12274,152,True,3.0,1.0,10.0
SRE Eriček,234,JUNGLE,4,5,13,18858,35914,11176,26,True,3.0,1.0,10.0
CZ Anivia OTP CZ,34,MIDDLE,10,7,6,23626,36596,11964,163,True,3.0,1.0,10.0
Dinchez,202,BOTTOM,16,3,9,27920,14557,16322,249,True,3.0,1.0,10.0
SOL Dogla ,89,UTILITY,3,4,23,13511,24578,10117,14,True,3.0,1.0,10.0
Nicram,6,TOP,8,8,3,31438,26829,12520,205,False,1.0,0.0,3.0
SS SGooB,154,JUNGLE,2,8,12,20902,37623,9194,11,False,1.0,0.0,3.0
Andy v důchodu,711,BOTTOM,5,10,7,23291,23162,10559,193,False,1.0,0.0,3.0
SS IMP,950,MIDDLE,5,8,7,22227,30094,11495,162,False,1.0,0.0,3.0
Želvuška,267,UTILITY,1,6,11,12285,15429,6400,24,False,1.0,0.0,3.0
ImAwesomeee,102,TOP,2,10,3,16610,32151,10614,170,False,1.0,0.0,2.0
Mike404,234,JUNGLE,8,10,4,18910,37800,12513,32,False,1.0,0.0,2.0
FlyingSalmon,901,MIDDLE,6,5,6,47615,25367,14892,290,False,1.0,0.0,2.0
xPLoDemAn123,236,BOTTOM,3,7,5,12809,22543,10116,193,False,1.0,0.0,2.0
Poky,201,UTILITY,1,7,9,6207,32333,7123,15,False,1.0,0.0,2.0
Nicram,6,TOP,12,3,7,33507,30881,16546,256,True,3.0,2.0,10.0
ΞMISTΞCURSEDΞ,154,JUNGLE,4,7,9,16207,45374,10506,26,True,3.0,2.0,10.0
KarDay,134,MIDDLE,9,4,6,26660,18268,11786,183,True,3.0,2.0,10.0
Inting Adaś,22,BOTTOM,10,3,16,37459,17955,16618,240,True,3.0,2.0,10.0
dxszekk,117,UTILITY,4,3,23,11906,24550,10695,22,True,3.0,2.0,10.0
TheChemtechBaron,24,TOP,4,4,4,20322,27601,12679,193,True,2.0,1.0,8.0
Peace maker,64,JUNGLE,14,4,8,25630,31268,15079,16,True,2.0,1.0,8.0
ElementalEdge,69,MIDDLE,0,3,7,16031,25767,10793,210,True,2.0,1.0,8.0
SewerRatDog,50,UTILITY,2,7,15,8395,21725,9682,52,True,2.0,1.0,8.0
Luka121,360,BOTTOM,19,6,3,31984,27920,18519,217,True,2.0,1.0,8.0
Nicram,6,TOP,5,9,1,27646,32470,12832,254,False,2.0,0.0,3.0
,107,JUNGLE,4,10,6,15020,43553,10766,14,False,2.0,0.0,3.0
Falco THE dragon,99,MIDDLE,5,4,3,24945,14714,12462,263,False,2.0,0.0,3.0
CyTruSowY BanAN,22,BOTTOM,8,10,5,19091,23426,12204,189,False,2.0,0.0,3.0
Devnathet,350,UTILITY,2,7,11,10037,17258,8472,23,False,2.0,0.0,3.0
SoftMar,43,,5,6,8,36173,23732,13265,0,True,0.0,0.0,0.0
JojoFirepaw,86,,9,7,3,35316,24799,13274,0,True,0.0,0.0,0.0
Aquìla,38,,11,9,4,43677,55087,15295,0,True,0.0,0.0,0.0
Lina chcanka,80,,4,6,4,24807,34121,10506,0,,,,
krejtoja,897,,6,4,5,20343,31194,10256,0,,,,
Lord Łebski ,267,,1,7,5,9320,26508,9250,0,,,,
Nixk,89,,5,6,13,22115,54663,16024,0,True,0.0,0.0,0.0
DEVILISH Dave,893,,4,8,9,35947,43325,15265,0,True,0.0,0.0,0.0
Nicram,6,,6,7,4,33519,24502,10521,0,,,,
Se0S,105,,4,6,6,23199,19381,10000,0,,,,
ASZPARTÁM,238,,8,7,1,28240,19225,10004,0,,,,
Djordje01,222,,6,8,6,25961,22997,10262,0,,,,
Péroknír,901,,5,6,1,25522,33914,9265,0,,,,
Verymant,268,,15,8,3,70109,40669,16045,0,True,0.0,0.0,0.0
Guapita,950,,10,3,8,37943,33741,13250,0,True,0.0,0.0,0.0
HarrowR,22,,8,9,6,34969,35709,13250,0,True,0.0,0.0,0.0
CZ Anivia OTP CZ,34,TOP,4,3,9,21901,36107,11492,175,True,4.0,2.0,8.0
MatusObama,64,JUNGLE,11,7,12,25588,37331,14712,16,True,4.0,2.0,8.0
SRE Eriček,134,MIDDLE,8,6,7,16369,17215,13999,205,True,4.0,2.0,8.0
Dinchez,523,BOTTOM,17,3,4,38292,22834,17125,239,True,4.0,2.0,8.0
SOL Dogla ,412,UTILITY,1,7,17,5987,24848,8888,39,True,4.0,2.0,8.0
Nicram,6,TOP,2,11,4,24421,35307,11891,232,False,0.0,0.0,6.0
Maximilien ,245,JUNGLE,10,8,4,30349,36576,14020,37,False,0.0,0.0,6.0
Smoking 63rd,246,MIDDLE,4,7,6,16915,27089,11430,206,False,0.0,0.0,6.0
Just Unlυcky,21,BOTTOM,8,9,7,28971,22155,13360,215,False,0.0,0.0,6.0
 Keria Jr,267,UTILITY,2,6,13,8735,14622,8464,32,False,0.0,0.0,6.0
TZR Phenomenal,98,,7,14,51,35087,68817,16390,37,True,0.0,0.0,4.0
Μind Games,895,,21,12,28,26133,37665,20343,90,True,0.0,0.0,4.0
DC Joker,245,,21,17,19,35463,42944,16016,29,True,0.0,0.0,4.0
Pääministeri,63,,5,15,37,29500,39375,13952,34,True,0.0,0.0,4.0
Uncle Pena,166,,13,12,34,48835,34641,17881,103,True,0.0,0.0,4.0
Just Patrick,43,,4,12,52,27346,29534,13903,28,False,0.0,0.0,3.0
NaSaNG,55,,16,20,27,40704,39807,15699,49,False,0.0,0.0,3.0
Nicram,412,,6,11,46,28062,63611,13981,19,False,0.0,0.0,3.0
Gerap4,64,,31,17,18,63464,36882,20108,125,False,0.0,0.0,3.0
Gilgameshe,101,,13,7,38,44830,22648,15772,40,False,0.0,0.0,3.0
SpiritKillerBro,122,TOP,3,8,1,9857,22763,7394,136,False,1.0,0.0,2.0
Nalsisiss,30,JUNGLE,3,7,8,24121,26216,8615,20,False,1.0,0.0,2.0
ecstacy overdose,157,MIDDLE,0,4,0,5421,15297,8022,209,False,1.0,0.0,2.0
Lelou,145,BOTTOM,10,8,1,16696,19739,12331,201,False,1.0,0.0,2.0
iLickBriarsFeet,235,UTILITY,0,8,10,4403,14606,5929,24,False,1.0,0.0,2.0
Nicram,6,TOP,6,3,3,14785,16774,11421,165,True,2.0,1.0,5.0
,28,JUNGLE,12,0,7,20285,23982,11230,16,True,2.0,1.0,5.0
bebko,711,MIDDLE,6,2,6,14359,10948,10159,193,True,2.0,1.0,5.0
heaven knows,21,BOTTOM,11,4,5,15466,13146,12329,196,True,2.0,1.0,5.0
Dodge Zalech23,412,UTILITY,0,7,14,6069,18191,6695,10,True,2.0,1.0,5.0
CapitanK,59,,6,16,36,25135,35083,12218,16,False,0.0,0.0,2.0
Nicram,99,,9,7,32,29965,17321,12803,42,False,0.0,0.0,2.0
MuDai,51,,5,11,19,25571,23560,11560,75,False,0.0,0.0,2.0
Xevous,42,,8,9,20,30438,20762,12534,50,False,0.0,0.0,2.0
Paτyś,78,,23,20,7,35687,31343,14674,7,False,0.0,0.0,2.0
DonsPons4,267,,6,9,48,15058,25143,11751,7,True,0.0,0.0,2.0
neka ja cu,45,,17,11,29,30822,33230,12892,24,True,0.0,0.0,2.0
MarkoZubicGej,113,,9,10,37,21390,50698,12414,26,True,0.0,0.0,2.0
Stes235,67,,16,10,26,25453,20460,14570,56,True,0.0,0.0,2.0
Beakcu,901,,15,11,33,29045,26804,14105,81,True,0.0,0.0,2.0
Nicram,6,TOP,2,9,1,22645,35633,9523,203,False,1.0,0.0,4.0
INAE Plankton,56,JUNGLE,3,7,4,15557,39090,10208,14,False,1.0,0.0,4.0
Poro Feniks,45,MIDDLE,4,4,0,14588,12291,12724,255,False,1.0,0.0,4.0
KONCEPTypie,236,BOTTOM,2,7,2,15749,20891,9333,201,False,1.0,0.0,4.0
krysička,902,UTILITY,0,7,4,5111,19913,5737,27,False,1.0,0.0,4.0
NightmareChoGath,31,TOP,9,2,5,22868,30959,12266,189,True,3.0,1.0,9.0
ΒLACKPINK Rosé,106,JUNGLE,9,1,13,19375,37603,12255,4,True,3.0,1.0,9.0
mOtac,910,MIDDLE,10,3,8,28463,14542,13227,252,True,3.0,1.0,9.0
Charca,22,BOTTOM,5,4,17,27467,15539,11486,187,True,3.0,1.0,9.0
Λveline,43,UTILITY,1,1,19,5116,10197,7895,20,True,3.0,1.0,9.0
Mr Hydé,223,TOP,0,8,6,11334,49936,9182,182,False,0.0,0.0,3.0
Hard An4l Time,113,JUNGLE,5,9,6,10703,47386,10426,28,False,0.0,0.0,3.0
Kiransem1996,101,MIDDLE,19,6,7,68437,26543,17447,266,False,0.0,0.0,3.0
Fragile,901,BOTTOM,4,5,7,39206,28045,16366,322,False,0.0,0.0,3.0
Pvrrsephona,267,UTILITY,1,4,22,9210,18869,9195,24,False,0.0,0.0,3.0
Yagoo,72,JUNGLE,3,3,18,23966,53782,12376,47,True,4.0,2.0,10.0
Nicram,6,TOP,12,2,8,54123,36403,22034,321,True,4.0,2.0,10.0
SuchyOpole,99,MIDDLE,5,12,11,26983,33197,11532,145,True,4.0,2.0,10.0
Monstero,145,BOTTOM,12,4,7,40408,26689,17368,230,True,4.0,2.0,10.0
dodziaaa,37,UTILITY,0,8,12,5236,31275,9165,47,True,4.0,2.0,10.0
Nicram,6,TOP,6,5,6,35523,47142,18071,327,False,1.0,0.0,7.0
iAE,64,JUNGLE,6,9,9,13652,51869,13273,28,False,1.0,0.0,7.0
Top Gkan,134,MIDDLE,6,7,8,24854,28050,15144,263,False,1.0,0.0,7.0
Fake Yolotelis,145,BOTTOM,6,8,7,41373,33848,14459,241,False,1.0,0.0,7.0
Natrium,235,UTILITY,1,6,19,21291,30853,11138,31,False,1.0,0.0,7.0
PsyChopathGath,516,TOP,4,5,8,18403,41152,12679,214,True,4.0,1.0,7.0
bladexyz,106,JUNGLE,4,7,13,19117,43930,11809,11,True,4.0,1.0,7.0
VicariusOfMages,115,MIDDLE,15,4,9,59609,22893,20001,350,True,4.0,1.0,7.0
jimakοs,81,BOTTOM,11,6,9,46221,28315,17038,270,True,4.0,1.0,7.0
Princess Janna,43,UTILITY,1,3,25,8374,24831,10557,31,True,4.0,1.0,7.0
Neflin,4,TOP,1,8,5,10661,23384,8756,148,False,1.0,0.0,1.0
człowiek sztos,64,JUNGLE,5,5,8,18967,39916,10924,25,False,1.0,0.0,1.0
Grzechu Bezdechu,10,MIDDLE,8,5,5,26043,24725,13502,239,False,1.0,0.0,1.0
